patch_id,input
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_84_52,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_54_65,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_16_21,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_36_00,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_24_60,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_04_13,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_74_58,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_49_65,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_69_89,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20170924T093019_N9999_R136_T36VVQ_12_16,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_51_22,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170924T093019_N9999_R136_T36VVQ_04_03,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_76_35,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_17_24,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_44_27,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_71_34,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_82_46,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_48_78,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_16_12,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_73_81,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_02_58,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_52_81,Describe the satellite image in detail.
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_00_54,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_00_15,Describe this image in detail.
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_46_38,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_85_54,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_48_41,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_67_25,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_55_04,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_02_66,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_28_04,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_69_26,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_76_72,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_08_89,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_38_07,Describe this image in detail.
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_89_74,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_81_75,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_48_81,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGS_19_79,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_10_10,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_86_78,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_19_17,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_11_90,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_55_06,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_40_17,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_82_31,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_09_53,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_02_20,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_81_21,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGS_08_60,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_85_43,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_32_25,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_83_27,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_07_19,Describe this image in detail.
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_10_79,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_88_62,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_12_30,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_52_83,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_77_80,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_67_01,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_88_73,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_49_79,"Describe the image, specifying the region, climate, and landscape features."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_32_34,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_41_15,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_28_07,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_73_47,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_82_36,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_58_65,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_61_84,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_84_25,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_25_00,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_84_85,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_41_01,Describe this image in detail.
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_10_16,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_90_55,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_16_84,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_81_65,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_87_62,Describe this image in detail.
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_22_06,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_28_08,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_90_23,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_78_27,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_31_01,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_75_09,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_10_34,Describe the satellite image in detail.
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_79_61,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_08_50,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_74_25,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170924T093019_N9999_R136_T36VVQ_07_50,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_59_05,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_78_31,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_79_17,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_03_78,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_37_85,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_30_21,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_54_90,Describe the satellite image in detail.
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_81_66,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_05_89,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_21_07,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_11_78,"Describe the image, specifying the region, climate, and landscape features."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_52_84,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_06_85,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_08_53,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_57_81,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_27_90,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_71_63,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_14_67,Describe this image in detail.
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_76_00,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_04,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_90_42,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_89_45,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_73_10,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_49_90,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_05_58,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_08_77,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_20_06,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_51_71,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_84_07,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_04_20,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_60_07,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_12_62,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_75_05,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_89_72,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_72_76,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_11_37,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_16_82,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_53_69,Describe the satellite image in detail.
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_40_04,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_06_51,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_58_12,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_63_25,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_06_60,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_77_76,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_56_75,Describe the satellite image in detail.
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_64_20,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_35_01,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_80_13,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_20_81,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_03_16,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_83_66,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_32_48,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_90_31,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_00_76,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_68_40,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_78_20,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_05_66,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_75_00,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_19_87,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_42_42,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_45_81,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_69_41,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_72_83,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_06_55,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_45_01,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_70_25,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_00_40,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_47_01,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_37_85,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_85_83,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_31_26,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_75_02,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_00_46,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_18_74,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_38_24,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_30_39,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_76_73,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_52_82,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_10_42,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_57_58,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_43_08,Describe this image in detail.
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_78_90,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_75_42,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_82_05,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_10_40,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_24_34,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_83_06,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_10_77,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_12_29,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_87_00,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_54_04,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_00_17,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_82_46,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_01_54,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_18_18,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_57_07,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_88_52,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_21_87,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_12_03,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_00_08,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_49_74,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_01_11,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_53_84,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_43_62,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_29_11,Describe this image in detail.
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_32_89,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_44_30,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_45_12,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_90_39,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_10_28,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_38_75,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_04_37,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_05,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_31_02,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_11_28,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_66_54,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_31_61,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_31_09,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_80_59,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_12_14,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_68_45,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_39_38,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_32_89,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_78_89,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_07_30,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_29_69,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_73_35,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_89_15,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_11_70,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_07_84,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_32_18,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_57_01,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_00,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_18_46,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
